movieId,title,genres,avg_rating,rating_count,year,title_clean,title_norm,underrated_raw,underrated_pct_global,genre_list,underrated_pct_Action,underrated_pct_Adventure,underrated_pct_Animation,underrated_pct_Comedy,underrated_pct_Drama,underrated_pct_Horror,underrated_pct_Romance,underrated_pct_Sci-Fi,underrated_pct_Thriller
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,3.9209302325581397,215.0,1995.0,Toy Story,toy story,-2.707797402974749,0.008314514473414083,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",,0.025336500395882817,0.0032733224222585926,0.010649627263045794,,,,,
2,Jumanji (1995),Adventure|Children|Fantasy,3.4318181818181817,110.0,1995.0,Jumanji,jumanji,-2.6515621034472567,0.010264832683227263,"['Adventure', 'Children', 'Fantasy']",,0.03167062549485352,,,,,,,
3,Grumpier Old Men (1995),Comedy|Romance,3.2596153846153846,52.0,1995.0,Grumpier Old Men,grumpier old men,-2.1623302595506826,0.04803941695750359,"['Comedy', 'Romance']",,,,0.0540468583599574,,,0.040100250626566414,,
4,Waiting to Exhale (1995),Comedy|Drama|Romance,2.357142857142857,7.0,1995.0,Waiting to Exhale,waiting to exhale,-1.4425771590230807,0.15946417573393554,"['Comedy', 'Drama', 'Romance']",,,,0.18570287539936103,0.09883054345333639,,0.15068922305764412,,
5,Father of the Bride Part II (1995),Comedy,3.0714285714285716,49.0,1995.0,Father of the Bride Part II,father of bride part ii,-2.324691870625985,0.02607267501539725,['Comedy'],,,,0.031682641107561235,,,,,
6,Heat (1995),Action|Crime|Thriller,3.946078431372549,102.0,1995.0,Heat,heat,-1.990258255136601,0.06405255594333813,"['Action', 'Crime', 'Thriller']",0.12582056892778992,,,,,,,,0.0850052798310454
7,Sabrina (1995),Comedy|Romance,3.185185185185185,54.0,1995.0,Sabrina,sabrina,-2.2824186265843642,0.03849312256210224,"['Comedy', 'Romance']",,,,0.042598509052183174,,,0.03070175438596491,,
8,Tom and Huck (1995),Adventure|Children,2.875,8.0,1995.0,Tom and Huck,tom and huck,-0.9562093384462855,0.26390884828577293,"['Adventure', 'Children']",,0.4160728424386382,,,,,,,
9,Sudden Death (1995),Action,3.125,16.0,1995.0,Sudden Death,sudden death,-1.259914573871155,0.18887292137138165,['Action'],0.3197483588621444,,,,,,,,
10,GoldenEye (1995),Action|Adventure|Thriller,3.496212121212121,132.0,1995.0,GoldenEye,goldeneye,-2.745600081900029,0.007082734551426812,"['Action', 'Adventure', 'Thriller']",0.02188183807439825,0.022961203483768806,,,,,,,0.013727560718057022
11,"American President, The (1995)",Comedy|Drama|Romance,3.6714285714285713,70.0,1995.0,"American President, The",american president,-1.960342053596153,0.06836378567029358,"['Comedy', 'Drama', 'Romance']",,,,0.08093716719914804,0.03668883283650539,,0.06328320802005012,,
12,Dracula: Dead and Loving It (1995),Comedy|Horror,2.4210526315789473,19.0,1995.0,Dracula: Dead and Loving It,dracula dead and loving it,-2.2210524057094174,0.043112297269554505,"['Comedy', 'Horror']",,,,0.048722044728434506,,0.065439672801636,,,
13,Balto (1995),Adventure|Animation|Children,3.125,8.0,1995.0,Balto,balto,-0.6685389571149417,0.3227776637240813,"['Adventure', 'Animation', 'Children']",,0.4754552652414885,0.27577741407528644,,,,,,
14,Nixon (1995),Drama,3.8333333333333335,18.0,1995.0,Nixon,nixon,-0.5482719059269411,0.38801067542599055,['Drama'],,,,,0.2987846824122908,,,,
15,Cutthroat Island (1995),Action|Adventure|Romance,3.0,13.0,1995.0,Cutthroat Island,cutthroat island,-1.2232133481798062,0.19959967152535413,"['Action', 'Adventure', 'Romance']",0.3361597374179431,0.33174980205859067,,,,,0.19924812030075187,,
16,Casino (1995),Crime|Drama,3.926829268292683,82.0,1995.0,Casino,casino,-1.811663604637095,0.08581400123177992,"['Crime', 'Drama']",,,,,0.04907131391882596,,,,
17,Sense and Sensibility (1995),Drama|Romance,3.7761194029850746,67.0,1995.0,Sense and Sensibility,sense and sensibility,-1.7997325045993584,0.08920139601724492,"['Drama', 'Romance']",,,,,0.05067645035542307,,0.08082706766917293,,
18,Four Rooms (1995),Comedy,3.7,20.0,1995.0,Four Rooms,four rooms,-0.7947589433163984,0.3004003284746459,['Comedy'],,,,0.3509052183173589,,,,,
19,Ace Ventura: When Nature Calls (1995),Comedy,2.727272727272727,88.0,1995.0,Ace Ventura: When Nature Calls,ace ventura when nature calls,-3.2568709046553983,0.0007185382878259084,['Comedy'],,,,0.001597444089456869,,,,,
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,2.5,15.0,1995.0,Money Train,money train,-1.922718583238607,0.0722130979265038,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",0.14195842450765864,,,0.08453141640042598,0.04012841091492777,,,,0.09952481520591341
21,Get Shorty (1995),Comedy|Crime|Thriller,3.49438202247191,89.0,1995.0,Get Shorty,get shorty,-2.3845619300108662,0.02094025867378362,"['Comedy', 'Crime', 'Thriller']",,,,0.025559105431309903,,,,,0.031151003167898626
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,3.2222222222222223,36.0,1995.0,Copycat,copycat,-1.8711931398108075,0.07821802504619174,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",,,,,0.04517312542994726,0.10531697341513292,,,0.10665258711721225
23,Assassins (1995),Action|Crime|Thriller,3.125,16.0,1995.0,Assassins,assassins,-1.259914573871155,0.18887292137138165,"['Action', 'Crime', 'Thriller']",0.3197483588621444,,,,,,,,0.2412882787750792
24,Powder (1995),Drama|Sci-Fi,3.125,28.0,1995.0,Powder,powder,-1.7565324011711654,0.09556559228084582,"['Drama', 'Sci-Fi']",,,,,0.05457463884430177,,,0.2,
25,Leaving Las Vegas (1995),Drama|Romance,3.625,76.0,1995.0,Leaving Las Vegas,leaving las vegas,-2.089201327322801,0.0544036132211045,"['Drama', 'Romance']",,,,,0.02935106626920431,,0.04824561403508772,,
26,Othello (1995),Drama,3.5,13.0,1995.0,Othello,othello,-0.6478725855171186,0.33370971053171833,['Drama'],,,,,0.24845218986470993,,,,
27,Now and Then (1995),Children|Drama,3.3333333333333335,9.0,1995.0,Now and Then,now and then,-0.5267833570277688,0.39180866351878463,"['Children', 'Drama']",,,,,0.30325613391423983,,,,
28,Persuasion (1995),Drama|Romance,4.2272727272727275,11.0,1995.0,Persuasion,persuasion,0.33232406963014904,0.5942311640320262,"['Drama', 'Romance']",,,,,0.5358862646182069,,0.5883458646616542,,
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,4.0131578947368425,38.0,1995.0,"City of Lost Children, The (Cité des enfants perdus, La)",city of lost children,-1.0100289703271481,0.25374666392937795,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",,0.39667458432304037,,,0.17381334556294428,,,0.42346938775510207,
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,3.0,3.0,1995.0,Shanghai Triad (Yao a yao yao dao waipo qiao),shanghai triad,-0.05832882205190271,0.48424348183124616,"['Crime', 'Drama']",,,,,0.406099518459069,,,,
31,Dangerous Minds (1995),Drama,3.1842105263157894,38.0,1995.0,Dangerous Minds,dangerous minds,-1.9638833926363415,0.06764524738246766,['Drama'],,,,,0.0355423068103646,,,,
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,3.983050847457627,177.0,1995.0,Twelve Monkeys (a.k.a. 12 Monkeys),twelve monkeys,-2.456394721112813,0.017758160541983165,"['Mystery', 'Sci-Fi', 'Thriller']",,,,,,,,0.04795918367346939,0.02587117212249208
34,Babe (1995),Children|Drama,3.65234375,128.0,1995.0,Babe,babe,-2.537547658255228,0.014062820776021352,"['Children', 'Drama']",,,,,0.005044714515019491,,,,
36,Dead Man Walking (1995),Crime|Drama,3.8358208955223883,67.0,1995.0,Dead Man Walking,dead man walking,-1.7310351001023208,0.09813180045165264,"['Crime', 'Drama']",,,,,0.05572116487044256,,,,
38,It Takes Two (1995),Children|Comedy,2.125,4.0,1995.0,It Takes Two,it takes two,-1.2726657008672557,0.1865633340176555,"['Children', 'Comedy']",,,,0.21831735889243875,,,,,
39,Clueless (1995),Comedy|Romance,3.293269230769231,104.0,1995.0,Clueless,clueless,-2.7593160679312887,0.006774789570929994,"['Comedy', 'Romance']",,,,0.008519701810436636,,,0.006892230576441102,,
40,"Cry, the Beloved Country (1995)",Drama,4.25,2.0,1995.0,"Cry, the Beloved Country",cry beloved country,1.6475249210024696,0.8483370971053171,['Drama'],,,,,0.835129557440954,,,,
41,Richard III (1995),Drama|War,3.7,15.0,1995.0,Richard III,richard iii,-0.5419007528481563,0.38919113118456167,"['Drama', 'War']",,,,,0.30096308186195825,,,,
42,Dead Presidents (1995),Action|Crime|Drama,3.0,7.0,1995.0,Dead Presidents,dead presidents,-0.7028533213139109,0.3157975774994868,"['Action', 'Crime', 'Drama']",0.4833150984682713,,,,0.2307956890621417,,,,
43,Restoration (1995),Drama,3.1875,8.0,1995.0,Restoration,restoration,-0.5966213617821058,0.34279408745637446,['Drama'],,,,,0.25934418711304746,,,,
44,Mortal Kombat (1995),Action|Adventure|Fantasy,2.5434782608695654,46.0,1995.0,Mortal Kombat,mortal kombat,-2.8746595528885504,0.004927119687949086,"['Action', 'Adventure', 'Fantasy']",0.016411378555798686,0.01583531274742676,,,,,,,
